電視廣告,廣播廣告,社群媒體廣告,網紅廣告,銷售額
78.0,26.62195735,3.352122062,十萬到百萬,282.050598
67.0,33.47845174,6.272878542,大於百萬,233.138237
57.0,16.22435758,2.816390044,小於一萬,209.536499
51.0,20.69590176,7.122475601,小於一萬,179.782486
23.0,3.15914915,1.838038355,十萬到百萬,84.468576
12.0,5.01339024,0.840971884,小於一萬,41.373861
100.0,37.71103171,8.096590776,小於一萬,355.643703
14.0,0.02188262,0.301150118,一萬到十萬,53.702021
78.0,28.11706363,4.28069051,一萬到十萬,278.762033
99.0,33.89927206,7.955180603,大於百萬,352.899957
72.0,23.83835402,2.826565354,小於一萬,249.632833
44.0,19.86674573,3.239329723,一萬到十萬,152.460681
60.0,16.09839899,2.896231565,小於一萬,213.380961
98.0,27.66981156,1.605374723,小於一萬,345.555931
17.0,9.7363311,0.598563708,一萬到十萬,53.749712
26.0,2.20868739,0.194148665,一萬到十萬,94.325517
86.0,26.40369544,3.431076806,大於百萬,310.158423
40.0,4.58893485,2.298753596,十萬到百萬,141.710638
89.0,23.53301297,1.37947462,十萬到百萬,316.637661
95.0,36.90617957,5.525357936,大於百萬,335.556913
79.0,28.99004026,5.70656376,十萬到百萬,287.583199
48.0,14.41875328,3.117413536,小於一萬,170.283316
24.0,10.26587715,4.105277331,小於一萬,84.196911
83.0,25.39696363,2.810283955,小於一萬,293.495506
76.0,17.48860583,2.950997206,小於一萬,268.92245
84.0,21.84650885,1.464674884,大於百萬,303.300979
87.0,25.71992906,4.324441808,十萬到百萬,311.605307
22.0,5.12081681,2.205299711,一萬到十萬,74.741604
10.0,5.42677153,2.378168163,一萬到十萬,36.35532
92.0,30.38715716,5.554089658,十萬到百萬,328.955878
35.0,3.86210191,1.207369381,一萬到十萬,124.606163
71.0,26.02394936,3.116428483,十萬到百萬,253.98611
20.0,14.13534024,3.890982839,一萬到十萬,69.833707
41.0,13.92654551,2.157720387,一萬到十萬,148.114129
50.0,10.37446633,4.32978936,十萬到百萬,176.586201
30.0,15.43267247,3.9865702,大於百萬,104.503926
42.0,8.92296638,2.254832178,小於一萬,143.856228
38.0,12.95360781,3.856301336,一萬到十萬,133.877586
39.0,13.19598147,0.423432855,大於百萬,139.197164
87.0,30.91030003,7.642073563,一萬到十萬,310.8009
63.0,18.31721305,5.106410106,十萬到百萬,222.453809
98.0,27.33731038,2.839123372,十萬到百萬,350.168334
18.0,10.38645507,4.847890485,十萬到百萬,59.116813
77.0,27.59973089,5.084562862,十萬到百萬,277.719455
42.0,12.97234194,4.980146826,十萬到百萬,148.956549
29.0,11.92270713,6.033385743,小於一萬,103.874414
77.0,26.82235002,5.514187222,小於一萬,274.7071
78.0,23.80959139,1.915047092,小於一萬,276.919063
74.0,20.22086793,4.540904518,大於百萬,267.737338
69.0,21.85879116,3.273587772,十萬到百萬,246.76145
19.0,4.18262935,3.338355193,十萬到百萬,68.179317
51.0,23.28772776,6.650243242,十萬到百萬,178.298128
77.0,22.2599302,3.354030175,十萬到百萬,283.251107
35.0,14.82454522,1.765247886,小於一萬,122.065538
84.0,28.25584373,5.699994101,十萬到百萬,298.882343
90.0,25.22566644,3.061937926,一萬到十萬,321.070114
93.0,34.11216622,2.786386971,小於一萬,329.167355
61.0,15.96956521,1.950999733,大於百萬,212.933899
75.0,20.62311544,6.519578952,大於百萬,265.816699
33.0,17.44947546,0.887761603,大於百萬,119.330807
69.0,22.99736022,5.937954803,大於百萬,241.176246
78.0,25.39863272,5.864782672,十萬到百萬,273.60741
47.0,20.93650521,4.774722284,一萬到十萬,166.78338
75.0,38.27143199,8.586450249,一萬到十萬,263.523813
100.0,32.72043521,4.622529206,十萬到百萬,355.368871
76.0,24.45854148,4.009270923,小於一萬,266.413766
69.0,18.07400354,7.33292569,十萬到百萬,249.058103
44.0,16.55078519,5.075482015,大於百萬,151.92414
68.0,11.14928351,3.602205534,十萬到百萬,240.962412
60.0,29.91466827,7.566088234,大於百萬,213.232032
38.0,8.06297138,2.409346229,大於百萬,132.314282
36.0,8.33870311,1.45363758,十萬到百萬,133.270192
27.0,0.97533123,0.409356653,小於一萬,88.804021
48.0,16.91928999,1.063630886,大於百萬,171.538945
44.0,19.87737672,2.927407367,十萬到百萬,151.101307
23.0,12.42231673,0.151505969,大於百萬,85.690006
49.0,24.87104934,5.036281432,小於一萬,174.986164
29.0,16.79919436,4.279003862,一萬到十萬,101.904601
55.0,28.16663617,3.41311368,一萬到十萬,198.65527
55.0,20.69486154,3.953574081,小於一萬,192.682492
51.0,20.12090649,3.424064454,小於一萬,178.520794
22.0,11.99561122,0.858907412,小於一萬,77.645161
44.0,10.0147525,2.056042436,小於一萬,154.49623
75.0,24.76678077,8.778415289,一萬到十萬,264.828234
32.0,9.28981776,1.167053883,十萬到百萬,113.127845
74.0,22.44968986,0.305109692,小於一萬,263.346636
29.0,15.36355775,6.625992213,一萬到十萬,106.999534
96.0,32.57632596,4.849638451,小於一萬,343.006536
13.0,7.03614537,0.595659907,大於百萬,46.841204
29.0,0.96917924,1.101270316,一萬到十萬,102.458261
58.0,24.29613986,3.260725855,大於百萬,207.138848
80.0,32.87300062,3.930685527,大於百萬,286.104716
89.0,22.98771862,2.588135171,十萬到百萬,322.976325
50.0,11.75894464,0.697241088,一萬到十萬,173.187793
79.0,24.13102522,4.384600824,一萬到十萬,283.467863
85.0,29.57319313,5.647527894,小於一萬,298.313708
18.0,6.49847141,1.634970554,小於一萬,59.639953
35.0,13.06947725,3.546487794,大於百萬,123.914676
86.0,21.64940648,0.404270733,小於一萬,309.665215
91.0,29.89437658,5.836856118,大於百萬,324.78106
24.0,8.82260464,0.388314589,十萬到百萬,86.786026
82.0,28.87955407,0.832748001,一萬到十萬,287.861314
29.0,8.71206192,2.585117315,大於百萬,104.712454
61.0,27.24136991,4.250422344,小於一萬,214.436738
34.0,9.52903885,0.046324514,大於百萬,122.398031
15.0,7.09461142,3.51582302,十萬到百萬,54.927934
70.0,17.89838701,2.524896129,一萬到十萬,248.12706
74.0,26.11537916,5.268664251,小於一萬,263.993441
46.0,12.35741283,0.836941986,一萬到十萬,162.879075
60.0,23.6001629,1.991318497,一萬到十萬,209.321776
92.0,33.15174003,6.429606019,大於百萬,329.53113
65.0,18.5065161,4.245568702,十萬到百萬,234.159665
76.0,18.66574964,2.119379814,小於一萬,271.825973
70.0,28.84317427,5.226574958,大於百萬,253.913082
18.0,8.47713529,0.608817354,十萬到百萬,61.708487
82.0,31.21632112,5.677709042,十萬到百萬,290.959363
52.0,14.68622497,3.854732763,十萬到百萬,183.914535
24.0,8.52677837,1.872740701,小於一萬,83.147108
43.0,18.67268931,1.532240466,一萬到十萬,154.485377
43.0,9.64422799,1.805611694,大於百萬,154.532613
15.0,5.13906928,1.55848132,一萬到十萬,52.298448
69.0,20.31132319,2.926078332,大於百萬,250.028224
51.0,13.87461816,3.553056769,小於一萬,188.091574
15.0,3.77328678,0.135074302,小於一萬,55.674214
58.0,20.76268193,4.156663595,十萬到百萬,208.813174
64.0,18.92071357,3.2484686,小於一萬,230.401851
76.0,34.12497308,5.948489204,十萬到百萬,270.342571
96.0,37.6626967,6.313926027,大於百萬,340.149642
53.0,17.97812572,3.066072741,小於一萬,190.335422
82.0,28.92043035,3.213066798,一萬到十萬,285.392143
33.0,6.24425895,1.703124543,十萬到百萬,113.598702
77.0,25.0517546,4.273356679,小於一萬,270.167492
30.0,12.1555835,0.932529328,大於百萬,106.099593
60.0,31.9179502,1.642863312,大於百萬,215.758169
66.0,16.43219543,3.237042142,大於百萬,236.891033
28.0,21.10789156,3.196668702,小於一萬,100.328511
29.0,20.19454619,4.263712907,大於百萬,107.747743
84.0,30.96446241,3.763222015,一萬到十萬,301.670958
39.0,11.78254265,2.956726836,一萬到十萬,138.375308
21.0,8.97724403,1.183893145,一萬到十萬,77.286573
77.0,25.46734474,1.829690923,十萬到百萬,273.798882
27.0,8.2446297,1.142500735,十萬到百萬,91.699773
14.0,0.2180305,0.337638266,十萬到百萬,48.948812
87.0,30.20364198,9.267802669,一萬到十萬,305.636217
12.0,4.55390149,0.028845079,大於百萬,44.26361
28.0,17.34363919,2.071635541,一萬到十萬,96.930054
70.0,22.9508713,5.688322892,十萬到百萬,251.130033
45.0,12.6218375,0.618199397,大於百萬,157.508248
48.0,22.65504441,5.973427536,十萬到百萬,168.778546
20.0,8.17845257,0.768759682,一萬到十萬,74.809418
14.0,6.08204489,1.15443211,小於一萬,49.044901
46.0,13.78266234,0.176731945,大於百萬,164.256028
26.0,1.21835388,1.270443869,一萬到十萬,90.054222
58.0,17.39877506,4.007447145,小於一萬,204.099035
16.0,5.76899836,0.167732483,大於百萬,58.282615
42.0,11.95627229,1.748785255,一萬到十萬,148.922002
98.0,39.52760349,3.778663467,十萬到百萬,347.987862
68.0,28.70134242,3.706080385,一萬到十萬,242.13592
100.0,34.99956608,3.442713665,一萬到十萬,354.623463
20.0,10.33151042,1.335153841,一萬到十萬,69.431012
78.0,26.39407008,3.83736988,十萬到百萬,279.590639
40.0,13.82530357,4.07349775,小於一萬,139.680993
76.0,16.70931471,1.792285775,十萬到百萬,269.737569
81.0,29.09884013,3.436515796,小於一萬,288.835408
35.0,12.14629522,1.992383015,十萬到百萬,122.957783
74.0,29.56295098,2.060719698,一萬到十萬,263.105633
90.0,30.76362901,3.521698276,小於一萬,320.164775
65.0,26.47185629,6.427113657,小於一萬,233.8431
46.0,10.17876113,0.774718817,一萬到十萬,162.075264
30.0,10.83082132,3.734457823,大於百萬,103.349397
32.0,17.01194371,2.682326269,一萬到十萬,115.354338
36.0,11.74323228,1.380873108,十萬到百萬,130.10523
81.0,23.874,3.774874678,十萬到百萬,289.367775
84.0,23.49099467,6.384877693,大於百萬,300.411973
18.0,10.13781443,3.181971706,大於百萬,66.548403
69.0,15.62012582,0.969789938,小於一萬,242.729233
66.0,26.54429241,3.947790349,大於百萬,241.786634
94.0,40.3813996,5.407997745,大於百萬,331.444608
66.0,24.66717022,6.205361221,十萬到百萬,236.479949
90.0,32.90465972,5.083271911,小於一萬,321.527592
42.0,25.88765729,3.593714636,小於一萬,150.94295
90.0,33.54395616,7.805689746,小於一萬,323.002806
83.0,21.26976739,4.22881998,大於百萬,299.92658
43.0,14.74315816,5.086102811,一萬到十萬,152.601882
60.0,19.08371682,2.884634332,小於一萬,211.652175
13.0,1.9596902,1.004492215,小於一萬,49.369116
61.0,28.09411494,4.630805282,十萬到百萬,215.591483
71.0,28.25480021,4.399195778,大於百萬,252.518064
17.0,5.06359236,1.535619761,十萬到百萬,63.199522
50.0,22.29554389,2.821388736,小於一萬,176.294088
84.0,27.6452302,5.916649652,小於一萬,300.924189
32.0,13.33536154,2.344050692,小於一萬,116.144317
60.0,11.36731934,0.820350637,一萬到十萬,213.482651
74.0,15.5431867,1.502156333,十萬到百萬,263.137888
81.0,20.57784486,4.50390565,一萬到十萬,290.371715
62.0,17.0374692,1.778592176,十萬到百萬,222.080006
83.0,22.64766991,1.815303053,大於百萬,294.372933
45.0,16.92875024,0.551052977,一萬到十萬,162.235702
71.0,32.11362476,2.522217397,小於一萬,255.773249
100.0,33.15180841,5.473668013,小於一萬,352.031653
86.0,20.66269354,2.867545084,大於百萬,312.434008
91.0,29.48179455,2.502110175,小於一萬,324.871364
98.0,33.5556744,5.401715328,一萬到十萬,343.704707
91.0,34.15101221,7.847444243,一萬到十萬,329.758564
61.0,20.04207353,1.427891296,一萬到十萬,215.313079
91.0,26.28625575,6.917554923,一萬到十萬,328.484604
85.0,27.47012019,5.023978417,小於一萬,304.921852
46.0,6.82853256,4.305234817,大於百萬,158.62158
63.0,21.7928057,0.393588978,小於一萬,223.841895
65.0,15.60966355,6.728207899,小於一萬,233.514203
14.0,12.39563737,1.908127571,小於一萬,58.531565
29.0,5.76503953,6.088674508,一萬到十萬,103.76512
83.0,20.72620775,4.608829289,小於一萬,292.366431
55.0,23.71846209,4.222897828,十萬到百萬,194.207735
88.0,37.96929695,4.739682162,大於百萬,314.311367
42.0,9.45761691,1.857779697,大於百萬,150.88274
13.0,5.65420491,3.614718008,一萬到十萬,47.462715
44.0,24.63088911,0.35714192,大於百萬,159.236248
34.0,13.35447854,0.734024403,大於百萬,117.246328
58.0,13.86884055,0.415369459,十萬到百萬,208.214188
100.0,25.97867746,3.80746456,十萬到百萬,356.28273
40.0,7.33999623,3.690516896,十萬到百萬,140.528208
90.0,25.80246922,3.378647937,一萬到十萬,320.883144
70.0,19.83350146,2.169126347,小於一萬,247.592136
29.0,6.87095768,0.228259393,十萬到百萬,102.724196
19.0,7.52938057,0.663731937,小於一萬,68.48862
42.0,10.01903472,0.191093711,小於一萬,152.949603
85.0,31.6447624,4.33936309,大於百萬,301.556191
41.0,8.20721054,0.054399134,小於一萬,143.492619
92.0,31.18303928,5.00595276,十萬到百萬,331.754755
26.0,8.89358111,0.236530774,小於一萬,88.351565
57.0,13.28060278,2.101510154,十萬到百萬,201.305544
72.0,17.98193992,1.675082402,一萬到十萬,248.802379
10.0,0.75856941,0.527880863,小於一萬,35.547998
67.0,28.20812272,4.03044572,一萬到十萬,239.600459
100.0,36.57380821,5.273156173,十萬到百萬,354.797375
13.0,1.93907412,0.715073864,大於百萬,46.246856
80.0,27.51236249,1.032765641,小於一萬,283.416972
17.0,12.91914773,1.904300714,大於百萬,58.445323
68.0,18.16783386,7.064557009,大於百萬,244.865923
18.0,8.25489387,3.241749256,大於百萬,62.388688
99.0,37.46822321,7.194404457,大於百萬,349.496169
44.0,6.3131734,1.310027864,大於百萬,152.831254
59.0,19.34086431,1.602340512,一萬到十萬,210.57177
27.0,2.3342656,0.061268949,大於百萬,94.637609
62.0,13.68365047,2.722705333,一萬到十萬,223.622438
56.0,13.99621892,0.602834245,大於百萬,194.232285
60.0,15.6542643,1.535037337,一萬到十萬,213.047022
87.0,19.91736078,3.127906282,大於百萬,306.248777
43.0,14.86636304,1.188064861,一萬到十萬,151.773621
72.0,18.12593442,3.547403641,小於一萬,257.38164
32.0,5.83812134,2.765538827,小於一萬,115.343617
30.0,6.12231786,2.606806497,十萬到百萬,104.524681
57.0,2.45115961,1.932471284,十萬到百萬,201.431243
14.0,4.82827979,0.28603859,一萬到十萬,49.187786
15.0,13.56012868,3.317589703,十萬到百萬,54.254372
69.0,25.74882385,1.818395347,小於一萬,248.179717
25.0,11.09126345,0.95375194,十萬到百萬,88.890383
85.0,40.19445822,5.326762155,大於百萬,296.210247
38.0,17.84312218,2.009779488,一萬到十萬,130.370881
74.0,25.56191025,5.459718097,一萬到十萬,261.966812
51.0,14.11560036,0.905750074,一萬到十萬,182.579949
34.0,16.68732493,0.377600773,十萬到百萬,119.292055
54.0,18.67618628,7.608255903,十萬到百萬,188.963877
34.0,20.27248327,4.340842223,十萬到百萬,122.291709
66.0,18.74451161,3.009174444,一萬到十萬,234.777172
97.0,34.03091596,4.107471029,十萬到百萬,349.629028
44.0,15.99054487,2.975989378,十萬到百萬,157.303693
46.0,17.87483166,3.918941935,一萬到十萬,167.533226
69.0,28.0169731,6.183202335,一萬到十萬,248.290787
52.0,17.11323977,2.638642418,十萬到百萬,181.079612
83.0,22.12318389,4.548473435,十萬到百萬,301.02134
72.0,19.8837268,6.352685239,大於百萬,257.84596
73.0,27.39787136,3.862178306,十萬到百萬,263.7015
88.0,23.86766113,5.853575844,一萬到十萬,314.600806
25.0,1.4394043,0.476601268,十萬到百萬,90.931935
12.0,1.2280817,1.523414744,大於百萬,33.50981
27.0,14.0173457,2.473259935,大於百萬,94.041055
89.0,37.37620072,2.616112731,小於一萬,314.55499
38.0,16.84811459,3.975007849,十萬到百萬,142.222982
94.0,32.16264869,4.178849052,十萬到百萬,336.523673
55.0,26.77262827,6.89508981,十萬到百萬,198.152187
23.0,5.08863949,0.254285318,一萬到十萬,86.211028
36.0,16.53025145,2.138833994,十萬到百萬,125.610159
34.0,7.11026743,3.588867403,十萬到百萬,119.843771
43.0,7.88395701,2.098133635,小於一萬,154.225415
58.0,18.16916172,0.137570341,大於百萬,204.305414
31.0,6.75133082,0.436407096,一萬到十萬,109.401931
19.0,2.40540482,0.50779351,十萬到百萬,70.974707
77.0,28.06346238,5.958229036,小於一萬,273.39415
64.0,21.06923812,4.019544084,大於百萬,226.438264
90.0,26.32104188,4.477032317,十萬到百萬,325.782985
81.0,24.53215154,5.363193035,小於一萬,284.429699
77.0,17.66608651,1.874090882,大於百萬,275.675278
43.0,13.99501231,0.845058595,小於一萬,152.424113
19.0,0.38859065,0.255873313,一萬到十萬,67.486999
50.0,19.1665659,4.879307621,十萬到百萬,179.192714
82.0,33.96648288,9.127437448,十萬到百萬,294.969324
83.0,24.57464264,6.190653254,大於百萬,293.263512
13.0,2.93365391,0.336684657,一萬到十萬,44.790218
54.0,12.96108964,2.336084992,一萬到十萬,194.573563
31.0,14.30082434,2.954928662,小於一萬,109.77455
80.0,29.63068625,7.527312834,小於一萬,285.720918
82.0,35.05290297,5.145975121,小於一萬,291.239676
40.0,9.38368404,1.622313049,小於一萬,144.295497
79.0,31.03149745,0.39838658,大於百萬,279.71497
35.0,5.78575931,3.368526918,十萬到百萬,127.221298
73.0,14.83530271,1.586404834,十萬到百萬,260.062857
100.0,36.76158596,6.258340608,一萬到十萬,356.44129
86.0,30.92426092,4.636847457,十萬到百萬,304.537467
67.0,30.71360454,3.644550892,一萬到十萬,242.651986
60.0,20.65364197,3.097761704,一萬到十萬,210.892464
85.0,33.41836523,4.973469351,十萬到百萬,304.302496
84.0,34.75985708,7.786331165,一萬到十萬,301.566465
87.0,26.26344606,4.66625435,十萬到百萬,314.086776
22.0,9.96383422,5.045815917,小於一萬,72.569537
16.0,2.18114186,0.316356235,小於一萬,56.189924
62.0,22.21647118,3.545499499,大於百萬,217.508509
77.0,27.14371231,5.714889719,大於百萬,271.36342
11.0,5.5150645,0.767888515,大於百萬,36.3055
11.0,6.83804406,2.464856311,十萬到百萬,41.409704
38.0,12.93873682,0.763284304,大於百萬,134.915838
77.0,27.55608572,7.176764184,十萬到百萬,274.11119
39.0,10.98094871,1.069789208,小於一萬,135.88897
24.0,12.90902808,4.127052774,大於百萬,84.230626
47.0,13.47141759,2.441219796,大於百萬,167.704541
28.0,7.10908175,0.272962785,大於百萬,105.163312
100.0,31.63231852,6.437839912,十萬到百萬,351.86561
64.0,18.66967958,3.045508873,十萬到百萬,227.315652
75.0,30.5037236,3.850431399,大於百萬,269.869531
46.0,16.88243352,4.72763659,十萬到百萬,168.504144
61.0,23.9098499,5.37298311,大於百萬,218.092673
68.0,17.74223933,2.756638743,十萬到百萬,241.54538
15.0,4.64977731,2.389716886,大於百萬,53.430803
51.0,17.13094247,3.601388974,大於百萬,178.004479
19.0,7.06436206,0.782885709,大於百萬,68.732786
74.0,24.71108346,0.793258638,大於百萬,262.557762
38.0,15.20246594,2.346264462,一萬到十萬,128.993581
76.0,31.57443225,5.668187006,十萬到百萬,273.042522
67.0,15.96230199,4.823873221,十萬到百萬,235.938761
16.0,1.87159926,1.877711405,大於百萬,56.321637
70.0,20.77717376,2.831544226,大於百萬,245.24272
76.0,21.01001801,4.471264224,一萬到十萬,275.736142
58.0,17.39836485,3.796159847,大於百萬,207.624235
62.0,19.00447338,0.255726683,大於百萬,224.774128
54.0,19.40177699,3.531377136,十萬到百萬,196.830902
79.0,20.13887118,1.706797882,一萬到十萬,279.979028
14.0,4.70278892,1.325031956,十萬到百萬,47.208725
84.0,28.45135602,2.841499055,小於一萬,298.372064
76.0,28.58653295,8.637168807,小於一萬,267.272639
35.0,14.1368135,1.571675673,十萬到百萬,126.774921
12.0,3.55657656,0.360014914,一萬到十萬,37.243272
25.0,9.78805692,0.503682531,大於百萬,92.848374
17.0,7.19784703,1.394325609,小於一萬,59.495159
27.0,7.75908504,1.017372135,一萬到十萬,94.713149
60.0,12.85900617,2.182885119,一萬到十萬,213.340699
51.0,17.8984319,0.925631096,一萬到十萬,179.930604
20.0,8.5561379,2.255180617,十萬到百萬,79.281709
10.0,6.49241898,1.307754019,一萬到十萬,34.046359
12.0,11.83576293,2.828314712,小於一萬,37.423741
63.0,20.17822304,0.653839725,大於百萬,227.551035
47.0,24.16913194,2.087910259,一萬到十萬,161.717087
34.0,16.2792597,5.187613793,大於百萬,119.472775
76.0,21.01323375,3.657839506,一萬到十萬,268.536964
38.0,7.15453532,0.92859048,小於一萬,134.792288
61.0,20.73115242,2.60083973,大於百萬,219.276273
86.0,24.29320314,8.041212299,一萬到十萬,306.606588
74.0,19.11490912,4.485970525,小於一萬,259.900723
15.0,0.10910552,0.981484257,小於一萬,54.634711
14.0,0.19978015,2.12760286,十萬到百萬,43.296593
84.0,27.77118565,4.870181828,大於百萬,299.257102
20.0,12.22988349,5.542360445,一萬到十萬,75.933833
98.0,32.07909439,4.158338824,十萬到百萬,342.652228
52.0,18.38397312,0.704457411,大於百萬,186.081791
34.0,13.93985815,1.153340571,十萬到百萬,124.4781
48.0,26.55069861,6.375071446,大於百萬,173.870018
31.0,7.98563621,0.789064,十萬到百萬,112.952576
77.0,26.85928418,4.954590412,大於百萬,274.57201
40.0,13.19401085,3.892134438,一萬到十萬,139.938132
47.0,14.16232438,4.388114516,小於一萬,170.126187
67.0,25.58280593,4.020770888,大於百萬,238.60307
32.0,17.63131395,5.079566756,一萬到十萬,114.659103
80.0,21.63872186,4.977302203,小於一萬,283.917792
78.0,30.88048795,10.18875485,十萬到百萬,280.191966
90.0,30.18568336,3.43784591,一萬到十萬,320.223962
60.0,20.1149829,3.835213717,小於一萬,219.929163
88.0,34.75140749,3.520735816,十萬到百萬,308.3063
19.0,6.81912787,3.677202163,一萬到十萬,63.505994
52.0,11.05567279,2.339107702,十萬到百萬,186.970727
91.0,27.36025947,6.603772501,一萬到十萬,320.46734
56.0,14.88018119,2.367556821,大於百萬,197.225133
57.0,23.74241823,2.585252416,一萬到十萬,206.47983
97.0,30.53983841,8.846154241,十萬到百萬,348.452962
53.0,12.07008908,1.852175612,十萬到百萬,182.906169
65.0,25.28510272,12.05474882,十萬到百萬,228.454384
54.0,21.46940881,1.186421596,大於百萬,197.665855
100.0,32.40065311,3.784145331,小於一萬,355.051626
80.0,34.56254581,6.122002938,大於百萬,286.957333
95.0,37.81759713,4.893097259,十萬到百萬,342.196848
46.0,15.79668978,0.59689445,大於百萬,160.986847
26.0,2.4114077,1.128846504,十萬到百萬,93.18048
15.0,4.95374637,0.903951533,小於一萬,50.810867
49.0,13.09088428,2.950203359,大於百萬,176.716901
85.0,34.1858967,3.882799492,大於百萬,301.13069
19.0,5.26320577,1.251405937,十萬到百萬,71.442514
68.0,19.13141921,6.834952137,一萬到十萬,240.226864
83.0,33.00440576,4.937946143,一萬到十萬,295.456394
48.0,12.73575034,0.021272948,小於一萬,170.615425
47.0,20.27755079,0.747904517,大於百萬,169.887528
63.0,19.10204333,4.773049696,一萬到十萬,225.791715
95.0,31.35729304,9.619583514,小於一萬,336.416636
91.0,31.00206421,3.149276093,大於百萬,327.33059
57.0,21.18777348,1.021528117,大於百萬,200.090882
54.0,21.73992856,5.195618185,小於一萬,188.363743
28.0,4.51613662,2.92255466,小於一萬,100.423705
47.0,9.72111121,0.881835115,大於百萬,167.977028
50.0,16.68128451,1.258518049,小於一萬,174.803977
53.0,21.22223249,3.97683231,一萬到十萬,186.613248
25.0,1.71707914,3.631544285,一萬到十萬,89.949402
31.0,6.70539321,1.99719926,一萬到十萬,112.070641
74.0,20.16118814,2.57120506,小於一萬,261.522581
83.0,27.45744568,4.852580235,大於百萬,292.545733
94.0,37.09705521,7.596290451,小於一萬,334.643793
43.0,15.18856944,0.760136913,大於百萬,153.603414
55.0,18.50667095,4.089302485,小於一萬,196.183975
62.0,16.08778914,5.060162938,大於百萬,215.72976
42.0,13.76651754,1.667909691,大於百萬,149.334202
51.0,14.84955816,6.545391968,一萬到十萬,181.6616
90.0,31.10307277,6.854287446,大於百萬,322.605106
20.0,12.61877735,1.600792875,一萬到十萬,74.827788
72.0,25.93209391,0.237228908,十萬到百萬,253.966026
22.0,4.85349411,0.017377461,一萬到十萬,80.921975
75.0,20.34898797,1.227180495,一萬到十萬,272.250108
38.0,8.78197457,3.023611644,小於一萬,131.734005
42.0,11.75924833,5.010336123,十萬到百萬,147.859805
26.0,19.83762759,0.857272544,十萬到百萬,88.396407
91.0,36.29359238,6.685509421,大於百萬,325.655816
69.0,23.47473707,5.622279813,一萬到十萬,243.074522
33.0,13.55208661,5.696142076,一萬到十萬,119.686864
15.0,0.61637615,1.584732553,一萬到十萬,48.199201
86.0,25.26070742,6.765663894,小於一萬,307.619089
17.0,16.6928453,2.12301111,小於一萬,58.79958
70.0,21.17876903,1.700145413,大於百萬,250.48269
53.0,25.04916044,6.471099083,十萬到百萬,189.609995
28.0,9.8129235,0.369971776,十萬到百萬,101.438658
89.0,32.28081447,4.606427961,十萬到百萬,311.433546
77.0,29.75675332,3.156460901,大於百萬,279.061514
33.0,13.38002348,5.391596379,大於百萬,113.680708
65.0,17.29582864,3.449765367,小於一萬,234.887848
26.0,4.56138951,1.791092844,一萬到十萬,90.850864
98.0,28.55292026,5.105355549,小於一萬,347.163399
66.0,25.37570136,5.073874121,一萬到十萬,237.57023
92.0,27.96234205,7.395202068,十萬到百萬,327.755062
20.0,9.02380286,1.837913545,小於一萬,70.501562
91.0,33.16642967,1.289134539,十萬到百萬,324.096962
21.0,17.18990789,0.237534685,大於百萬,73.147375
23.0,13.72417939,0.403192075,大於百萬,85.070285
85.0,29.82247184,7.304243425,小於一萬,303.244302
99.0,37.26381865,6.88653481,小於一萬,349.861575
65.0,19.43854953,1.017771272,大於百萬,228.82098
37.0,20.4962389,0.8425903,一萬到十萬,129.700062
13.0,0.09504694,0.111191033,小於一萬,44.179451
74.0,31.20063184,5.956147638,大於百萬,262.000009
88.0,31.64099255,4.554771672,小於一萬,310.480368
92.0,30.29945976,5.942147048,小於一萬,328.349175
41.0,9.55684546,1.356011738,一萬到十萬,139.905348
81.0,26.67272207,4.564258578,小於一萬,291.320045
88.0,26.30065656,4.204039947,小於一萬,314.180547
20.0,10.75005058,2.442173814,大於百萬,70.471723
43.0,13.11223201,1.482339505,十萬到百萬,151.6921
32.0,10.83204359,5.108585918,十萬到百萬,106.450803
43.0,17.65544444,2.395348967,一萬到十萬,154.226171
58.0,14.75741985,1.887767552,十萬到百萬,208.89634
44.0,12.79549978,1.228337955,十萬到百萬,156.070975
80.0,31.55506543,5.829251423,小於一萬,286.066087
72.0,28.04013276,5.704482227,一萬到十萬,251.625265
20.0,11.33818605,3.13e-05,十萬到百萬,67.666812
12.0,3.13556438,2.924747767,一萬到十萬,40.562294
57.0,17.73126576,1.135948669,一萬到十萬,200.108053
62.0,18.54551399,0.811841133,小於一萬,221.318509
74.0,27.19660184,5.61632048,十萬到百萬,267.287242
47.0,12.91493042,1.829351188,小於一萬,172.878053
39.0,8.4379645,2.926366891,十萬到百萬,141.590087
37.0,13.63793372,3.061267718,一萬到十萬,131.017812
93.0,33.44612465,6.737926736,大於百萬,330.768325
65.0,24.69295619,1.758171533,小於一萬,231.141097
26.0,0.49466966,3.307763278,大於百萬,96.531219
97.0,31.55107466,5.170242248,大於百萬,350.090883
58.0,4.87018703,3.043994197,大於百萬,205.543134
90.0,29.02101661,6.431995293,一萬到十萬,323.032183
91.0,32.53312607,5.651035573,一萬到十萬,319.929945
29.0,4.95216751,0.015178191,大於百萬,104.902368
70.0,20.74153565,4.51238522,十萬到百萬,243.500816
75.0,26.07350953,3.421472642,大於百萬,269.936573
86.0,30.72875275,3.691274704,大於百萬,307.29776
57.0,17.94192007,3.090308169,十萬到百萬,204.046137
55.0,10.56917499,2.990738288,十萬到百萬,194.997446
58.0,16.77650201,0.471002112,小於一萬,210.880927
