面積,周長,長軸長度,短軸長度,偏心率,凸殼面積,延伸比率,米種類
12800,447.024994,181.7690887,90.7663422,0.86640054,12958,0.61022121,2
10628,418.303986,171.8248138,80.3275986,0.883994639,10828,0.71506423,2
11794,434.618988,176.4444427,86.1028442,0.87285012,12110,0.59837645,2
12570,450.859009,178.9602509,91.1151581,0.860685885,12886,0.6104905,2
10667,415.237,170.3361511,81.3689423,0.878525078,11041,0.68774986,2
14173,480.683014,201.9357605,90.2449799,0.894584179,14519,0.59756303,1
14802,497.832001,209.6179504,91.1471329,0.90051496,15208,0.62297982,1
13118,480.085998,207.1090393,81.7057114,0.918893456,13652,0.56876516,1
10534,409.625,167.988205,80.6737747,0.877139986,10753,0.6096065,2
10344,406.188995,169.3666534,78.9636841,0.884663939,10533,0.71743655,2
15209,496.565002,214.0500793,91.0263214,0.90507257,15395,0.56936956,1
14019,482.45401,197.1981964,92.6700439,0.882701814,14411,0.57615483,1
14989,484.309998,195.342041,98.7004776,0.862961292,15393,0.76105612,1
8968,390.490997,166.476944,69.3682098,0.909051597,9150,0.78971469,2
11993,444.565002,187.1829071,82.6405716,0.89726305,12276,0.58737391,1
9346,383.743988,158.0488739,75.9828873,0.876854599,9539,0.67901772,2
10667,411.747009,163.9302521,84.7198105,0.856103718,10987,0.66610467,2
13724,481.770996,200.8926697,88.1683197,0.898544371,14038,0.67954052,1
10271,415.539002,177.8222351,74.3962784,0.908274651,10422,0.56608248,2
13541,478.460998,206.6994934,84.0985565,0.913488805,13768,0.8134687,1
11993,438.074005,175.5400848,88.083931,0.864990532,12359,0.60773283,2
11090,416.014008,174.9094391,81.3654633,0.885212839,11277,0.74170679,2
11322,435.200989,180.4284973,82.2097931,0.890165985,11650,0.65940595,2
13853,479.722992,193.401886,92.8598099,0.877192378,14338,0.58637035,1
13672,467.954987,183.5563202,97.4687271,0.847370684,14027,0.61585587,2
10260,417.0,172.9935608,76.907692,0.895744264,10527,0.58823532,2
11667,447.524994,186.6712494,80.8428726,0.901357353,12039,0.66729581,1
11274,425.054993,173.3803253,83.8337936,0.875330329,11526,0.65277052,2
14546,494.167999,212.3137207,87.8722382,0.910331786,14826,0.62574208,1
13295,465.333008,187.3797607,91.9088287,0.871443987,13633,0.61244702,2
12075,434.660004,179.1971436,86.4906921,0.875809669,12229,0.60308659,2
11730,424.164002,172.7373657,87.7198029,0.861462116,11913,0.62280983,2
12657,455.182007,189.7709351,85.688736,0.892252028,12926,0.76755607,2
14960,510.729004,218.369873,88.0595245,0.915086091,15235,0.57827598,1
15218,508.135986,214.2770691,91.7102737,0.903779447,15685,0.6680128,1
12577,443.145996,181.5305481,89.8194351,0.869012773,12826,0.60556597,2
11481,419.066986,170.3295593,86.6847076,0.86081177,11674,0.74166668,2
11494,433.058014,171.5824585,86.8786926,0.862335205,11858,0.75938159,2
10918,422.489014,176.8049011,79.6038208,0.892909884,11118,0.79885858,2
15381,503.57901,211.8835297,93.3097458,0.8978104,15749,0.74032539,1
11455,405.618988,159.5702667,92.3299637,0.815599859,11639,0.77618921,2
11270,422.609009,173.2342072,83.3999176,0.876485288,11449,0.61390132,2
8546,388.580994,172.5199585,63.3447533,0.930152476,8685,0.73545611,2
10044,410.19101,168.5531006,77.0796585,0.889311492,10317,0.75746608,2
12352,453.13501,191.1118927,83.3507385,0.899880886,12683,0.57846671,1
11184,416.924988,171.3773956,83.9644928,0.871756673,11349,0.6494019,2
11605,429.225006,175.0144958,85.5043945,0.872532487,11933,0.60976249,2
13662,476.352997,204.1856537,85.6148224,0.907848239,13894,0.67416728,1
11017,416.932007,168.3686829,84.2000656,0.865971446,11303,0.73682451,2
11377,452.407989,201.3062592,72.2814178,0.933313727,11555,0.52554506,1
12714,434.118012,169.2552185,96.891304,0.819934905,12993,0.74194676,2
10880,394.644989,153.7948151,90.9881821,0.806216478,11057,0.74776632,2
12544,442.171997,178.0227051,90.7576294,0.860287428,12835,0.77075267,2
15700,505.303009,209.9884186,96.1948852,0.888902664,16040,0.59007031,1
12619,470.614014,202.7645111,80.1795425,0.918495297,12937,0.60793948,1
12754,450.723999,186.2673492,88.7173004,0.879288197,13063,0.80163419,2
11240,426.644012,175.5941162,82.9565888,0.881366193,11427,0.60651845,2
12396,460.002014,195.3233032,81.9296112,0.907775462,12676,0.73305738,1
13005,467.799988,199.9649963,83.3613052,0.908961773,13251,0.55293369,2
12155,434.274994,174.7768097,89.501503,0.858931601,12388,0.80294621,2
16085,520.705994,217.4963074,95.405571,0.89865613,16514,0.7027086,1
11776,430.333008,173.5693054,87.4663315,0.863745987,12011,0.61667365,2
16490,520.31897,212.0107574,101.6800079,0.877488136,16873,0.62936526,1
12433,442.481995,173.859314,93.1070633,0.844515562,12769,0.62983787,2
11928,439.919006,181.0348358,85.2249146,0.882258475,12218,0.59061199,2
10297,397.125,160.8275909,82.3585129,0.858930647,10488,0.78471267,2
12792,443.72699,179.1302643,92.1903915,0.85739702,13044,0.79418886,2
10727,425.902008,178.7144318,77.5314407,0.900995374,10960,0.56434131,1
12414,453.382996,188.5623016,85.3258362,0.891760647,12721,0.58817398,1
14289,488.484985,208.5738831,88.3096237,0.905944109,14572,0.79207319,1
11769,427.769989,171.6577759,88.3839264,0.857259572,12007,0.6285516,2
10858,412.21701,166.962326,84.0657501,0.863994479,11171,0.79290199,2
12386,467.850006,201.9013062,79.3088303,0.919619679,12679,0.79184246,1
10536,412.506988,162.7202911,84.6243515,0.854129553,10974,0.68593752,2
13606,480.946014,204.2897186,85.2839127,0.908692777,13861,0.58369798,1
10360,411.23999,169.4011078,78.5722275,0.885927558,10538,0.78484851,2
10955,419.994995,172.9310913,81.4696655,0.882074177,11147,0.61458623,2
10198,400.195007,166.5941162,78.2319412,0.882881403,10351,0.62499231,2
13697,482.384003,206.7344513,85.1809311,0.911170006,13927,0.59707934,1
12981,451.326996,183.7618561,91.0787277,0.868531168,13231,0.75492877,2
11986,432.290985,172.4006348,89.6259384,0.854245305,12279,0.6588248,2
13467,478.247009,204.7185059,85.1457138,0.909403026,13732,0.547773,1
13321,467.407989,200.9202881,85.1377869,0.905784309,13543,0.59869665,1
10395,415.29599,170.193512,79.3372803,0.884700835,10725,0.60967743,2
13076,450.345001,183.5969391,91.7095871,0.866304755,13253,0.67702186,2
10788,414.907013,169.601593,82.2501526,0.874535799,11083,0.64831734,2
11480,432.824005,174.9624634,85.0884628,0.873778522,11833,0.59083891,2
14950,496.884003,207.8227997,93.1091385,0.894022644,15422,0.57932264,1
11322,415.885986,169.7236176,85.8043518,0.862795353,11512,0.61425781,2
10979,417.363007,175.8724365,80.277771,0.889746726,11146,0.6668489,2
14998,496.903992,215.9502716,89.3960876,0.910292327,15279,0.82483637,1
14078,478.470001,203.645462,88.5603104,0.90049088,14280,0.74439508,1
11550,420.273987,170.953064,87.1501617,0.860298872,11776,0.69469506,2
11748,433.770996,178.3394775,85.6252212,0.877200127,12053,0.65295684,2
15757,509.281006,207.2966766,98.3361359,0.88032347,16150,0.58970809,1
12397,433.35199,171.6092987,92.9880981,0.840469182,12631,0.634767,2
12908,462.209992,185.8509369,89.3880997,0.876738906,13199,0.72770321,2
14272,491.45401,210.5023193,87.9379272,0.908560753,14545,0.80337745,1
12752,453.494995,185.510849,89.1917038,0.876835942,13105,0.68316728,2
15196,498.144989,212.2437592,91.6767883,0.901901841,15427,0.71275794,1
11891,430.300995,175.0167389,87.9902878,0.864429772,12170,0.61038959,2
9994,406.643005,173.0985107,74.4651566,0.902738631,10123,0.80700904,2
12219,438.281006,182.1877289,86.1964188,0.880998671,12471,0.60177296,1
12488,469.828003,200.7437592,80.0468521,0.917059064,12932,0.74466306,1
12349,434.138,180.2419281,88.2645798,0.871890664,12526,0.62748986,2
12043,444.058014,179.9172058,86.4832001,0.876894236,12364,0.69612718,2
13867,494.653015,213.1222382,84.2059174,0.918635488,14200,0.5335924,1
12292,447.485992,181.3567047,87.9866257,0.874426603,12535,0.5938738,2
11708,423.94101,173.9320068,85.9261093,0.869449794,11918,0.61131996,2
13790,479.299988,198.9013214,90.1360321,0.891424298,14190,0.5869084,1
11489,447.237,182.1021271,82.121376,0.892542481,11913,0.55945659,2
13043,471.356995,199.2896423,84.5506973,0.905540228,13422,0.736435,1
10952,421.105011,176.8721313,79.6222916,0.892943561,11105,0.58100796,2
10241,411.946991,167.7476807,79.1055069,0.881826282,10486,0.58974951,2
11675,429.130005,173.4181976,86.8340607,0.86560899,11888,0.73733735,2
15611,506.546997,215.2007294,93.3922882,0.900923669,15806,0.73218894,1
12509,439.447998,177.083374,90.6229935,0.859132469,12723,0.62821412,2
10873,408.489014,167.7020264,83.4214172,0.867499352,11073,0.66812092,2
16104,507.428986,206.0707397,100.7536316,0.872324467,16457,0.60541356,1
12700,452.428009,185.6102295,88.2502976,0.879737198,12910,0.68074614,2
11381,434.317993,174.8636932,85.0339203,0.873799205,11692,0.60185087,2
12314,440.145996,180.8366547,87.9205399,0.873854458,12587,0.80483663,2
9598,397.0,172.0067902,72.2836456,0.907414317,9766,0.79684514,2
11444,424.368988,174.2206573,84.2645721,0.875252783,11638,0.65656912,2
13413,465.605011,198.8527222,86.0941544,0.901415825,13620,0.63532591,1
16063,520.744995,217.9138184,95.20047,0.899523616,16561,0.55675715,1
12103,439.217987,181.9851227,85.5549011,0.882602334,12339,0.59927708,2
11489,432.207001,182.362381,81.0701752,0.895751357,11683,0.79906803,2
16788,533.487976,230.1293335,93.7628784,0.913233936,17041,0.57267612,1
12672,450.343994,184.4046173,88.7812118,0.876474738,12939,0.78260869,2
12198,440.200989,180.956604,86.9732819,0.876923144,12412,0.6002953,2
9962,404.945007,170.9164886,74.7929382,0.899170101,10137,0.57610458,2
13446,475.127991,198.6995544,87.3792954,0.898117363,13765,0.57572252,1
12225,436.484009,172.7252197,91.4732819,0.848254681,12537,0.6461075,2
10702,409.265991,160.7001495,85.8703156,0.845262527,10990,0.68602562,2
12907,466.23999,194.4692688,85.9109497,0.897127688,13268,0.6354059,1
13241,466.98999,193.54422,88.0583496,0.890502691,13577,0.57765466,1
13921,481.993012,203.44487,88.1258163,0.901313186,14210,0.56133062,1
14274,488.829987,203.5678558,89.9299927,0.897128761,14529,0.57235652,1
14055,488.748993,207.7517548,87.2503281,0.907536149,14484,0.55007631,1
14531,492.958008,207.6246033,90.5226669,0.899950564,14913,0.57125449,1
15367,501.907013,210.0559845,94.4791794,0.893138885,15644,0.79060554,1
14755,499.817993,202.6122742,95.5160828,0.881907225,15123,0.60052908,1
12959,473.609985,206.2255096,80.6335754,0.920391917,13309,0.59515935,2
12431,437.657013,178.1941986,89.4865189,0.864759982,12657,0.73556215,2
15452,513.262024,220.0390778,90.5523376,0.911396921,15775,0.78119314,1
10392,416.489014,177.3663483,75.5669479,0.904699564,10559,0.56245941,2
9764,390.957001,160.2270966,78.8616333,0.870489717,9956,0.6488139,2
11139,423.324005,173.0767059,82.6897507,0.878488421,11380,0.71642655,2
14166,491.613007,209.0363464,87.5246124,0.908122182,14386,0.60229594,1
10951,432.612,182.0443115,78.2155762,0.902994871,11242,0.54711229,1
10167,406.825989,160.961853,82.9212036,0.857093692,10479,0.66503137,2
13022,467.076996,194.7540894,86.6763992,0.895502925,13355,0.59624541,1
12465,462.615997,196.4457397,82.0912704,0.908501029,12794,0.73014295,1
14634,493.027008,208.1361542,90.3794327,0.900800943,14898,0.71025044,1
12333,463.154999,196.5994415,81.601532,0.909791827,12705,0.59202188,1
12608,440.125,174.6025238,93.5251999,0.844442427,12835,0.63103104,2
14005,485.455994,207.1338501,86.8755112,0.907793581,14212,0.56380838,1
13217,471.751007,194.1313171,88.0921783,0.891115665,13520,0.57209021,2
13959,477.263,200.4944,89.4598389,0.894935191,14242,0.71573603,1
12526,441.329987,179.2462463,90.1546783,0.864306509,12768,0.71889347,2
15136,503.26001,208.7720184,94.068779,0.892735362,15471,0.59590548,1
11505,444.394012,187.2300568,79.445488,0.905512214,11745,0.5592553,2
11962,440.545013,181.7234039,85.1971817,0.88328898,12283,0.62285864,2
11906,435.76001,178.8070679,85.9684143,0.876836479,12194,0.60497969,2
14026,467.765015,191.7354126,94.2473679,0.870849848,14222,0.62773001,2
9249,390.20401,162.3269806,73.7899094,0.890708089,9522,0.61758816,2
11814,424.532013,172.855957,87.3552399,0.862906039,11970,0.73814434,2
11875,425.450989,174.0941772,87.3647308,0.864969432,12041,0.69452566,2
11771,430.470001,181.3029938,83.2195663,0.888432026,11919,0.79673749,2
12557,443.01001,177.728775,91.5994415,0.856956422,12896,0.63929337,2
11496,440.468994,185.7225647,79.8557205,0.902841687,11759,0.75093085,2
10965,433.778015,179.3352203,78.8589554,0.898130357,11295,0.66333938,2
13574,473.221008,197.8727722,88.4418945,0.894552231,13879,0.64125097,1
11364,428.953003,180.7597198,80.2820206,0.89595902,11551,0.58026963,2
14162,480.252991,202.8959198,89.4875259,0.897481859,14414,0.58402407,1
14202,485.937988,202.6140594,90.6502838,0.894332111,14640,0.56176573,1
11860,429.792999,178.2135773,85.3059464,0.877993524,12032,0.70057297,2
15551,515.783997,215.0897369,93.7507935,0.900010467,15908,0.56565547,1
15655,513.301025,216.098999,93.5671463,0.901402175,16085,0.56565255,1
11835,431.033997,180.4618378,84.1444092,0.884641051,12016,0.63302308,2
11696,443.528015,186.5877228,80.951973,0.900982797,11952,0.73913044,2
14363,493.260986,210.5697479,87.4158401,0.909757733,14621,0.57705903,1
12258,447.846008,186.6801453,84.9454804,0.890474975,12616,0.70545578,2
13667,463.842011,197.3556519,88.5867233,0.893597841,13829,0.63452345,2
13909,475.618012,199.6072693,89.9441986,0.892723024,14241,0.7278769,1
11921,422.359009,168.4995422,91.0719376,0.841351867,12169,0.65905571,2
11440,425.81601,170.7209778,87.2554398,0.859521449,11750,0.66507763,2
10690,411.384003,169.0886078,81.6660309,0.875632644,10915,0.6611008,2
10690,404.640015,165.3701935,83.3703079,0.863619924,10855,0.62078977,2
14850,499.207001,210.1336365,91.1433716,0.901038051,15327,0.58900523,1
11465,423.787994,174.0729675,84.7395477,0.873510778,11673,0.73380697,2
11391,434.786987,186.0183716,78.7885895,0.905871451,11623,0.7794047,2
11337,433.977997,184.348114,78.8676987,0.903864264,11506,0.65660834,2
13857,498.028992,220.266571,80.3995819,0.931003451,14053,0.50795454,1
10563,408.972992,167.4709625,81.0289459,0.875157177,10782,0.61735827,2
11625,430.433991,176.3329468,86.1599503,0.872496247,11838,0.59679657,2
15868,519.528992,219.1789246,93.2696457,0.904939115,16281,0.57126397,1
10445,405.596008,167.4588318,80.5041428,0.876863241,10680,0.63387549,2
11630,425.516998,173.0964203,87.1928711,0.863864481,11766,0.78169107,2
12076,443.992004,181.7114868,85.5583496,0.882214785,12329,0.64788884,2
12326,459.682007,194.3409729,82.0794678,0.90643388,12686,0.61933476,1
12201,443.455994,178.085556,88.4778061,0.86784929,12544,0.63913041,2
12006,467.640991,207.447998,74.4687882,0.933346927,12237,0.54874539,1
14789,492.951996,206.7086792,92.603569,0.8940382,15069,0.74782562,1
10916,416.32901,172.5072479,81.9893112,0.879834414,11093,0.72148049,2
14013,480.830994,191.8450775,94.8756866,0.869153023,14622,0.62591565,1
15264,506.665985,208.7614288,95.7371902,0.888644814,15712,0.60752237,1
11266,414.729004,166.4273529,87.7685242,0.849636734,11452,0.61901098,2
13751,451.94101,175.4111786,101.1442719,0.817017794,14063,0.75700522,2
12175,431.727997,178.5574493,87.7936783,0.870774209,12345,0.80019718,2
11217,424.084992,168.6538391,86.4829254,0.858517885,11546,0.77188271,2
12193,433.957001,170.4727783,92.6531754,0.839404523,12558,0.62467337,2
14840,512.007996,220.5143127,86.4150238,0.920016587,15160,0.56417274,1
11840,432.384003,175.8368835,86.6477814,0.87015754,12032,0.62575972,2
11980,434.626007,180.0222015,85.4504852,0.880165815,12190,0.61172384,2
10442,407.282013,166.1415253,81.0392761,0.87297076,10668,0.65623426,2
9335,388.806,160.1561584,75.1648026,0.883027077,9536,0.62333065,2
12115,449.197998,187.5915833,83.3702393,0.895816445,12440,0.56686318,2
10629,416.890015,172.190918,79.674118,0.88651073,10819,0.694933,2
11657,432.565002,177.7199402,84.210968,0.880610466,11946,0.6078636,2
12549,448.847992,175.8460388,92.8781891,0.849133015,12989,0.66498858,2
15087,510.605011,218.1743469,89.152504,0.912700295,15506,0.54949737,1
14053,497.052002,216.191864,84.159935,0.921117961,14416,0.80838704,1
11329,419.404999,173.3904572,84.3458252,0.873708308,11560,0.80324733,2
10719,418.670013,175.0083618,78.8310776,0.892805815,10983,0.6368984,2
11929,436.863007,177.1895447,86.9880676,0.871197701,12230,0.69354653,2
15373,489.131012,200.1409149,98.9659119,0.869188309,15617,0.77641416,1
10214,392.23999,158.9323425,82.0725555,0.856347919,10371,0.6645413,2
11859,436.252991,184.635376,82.1749115,0.895497799,12049,0.64813906,2
11108,403.618012,164.1064453,86.6431198,0.849263608,11256,0.79684359,2
14410,483.808991,200.6350555,92.5211792,0.887326539,14788,0.5832119,1
11893,441.399994,182.0861969,84.2427673,0.88653934,12092,0.57839704,2
13700,455.625,185.9585419,94.5654907,0.861044288,13893,0.61451513,2
12376,455.733002,188.8243408,85.1746292,0.892484188,12702,0.56395537,2
13245,476.136993,204.944397,83.1582489,0.91397965,13536,0.7996257,1
11462,423.234985,171.5892944,85.7218552,0.866270185,11712,0.69466668,2
11681,422.049011,174.0857544,85.9203186,0.869716465,11832,0.60901982,2
10510,416.710998,174.7802887,77.3044281,0.896869659,10691,0.58833408,2
11792,443.911011,186.1972351,81.2310867,0.899818897,12012,0.62533808,2
11372,435.592987,179.5671539,81.4721298,0.891147375,11608,0.57996738,2
12274,456.123993,194.487381,81.2390289,0.908581078,12562,0.70964384,1
15529,509.016998,207.0513153,96.9881134,0.88350302,15993,0.59973741,1
13509,480.466003,207.1371613,83.9401627,0.914210558,13732,0.59563494,1
14254,491.260986,207.7671814,88.6137009,0.904485285,14607,0.56961316,1
14178,488.881012,207.3955994,88.0680924,0.905363142,14406,0.55774981,1
13059,456.44101,185.9820099,90.204483,0.874504566,13339,0.61943841,1
15158,513.726013,218.8200073,89.3716888,0.91279161,15591,0.70175928,1
14070,484.216003,203.2800446,89.0918808,0.898842573,14448,0.56733871,1
16122,539.0,233.9135132,89.5310822,0.923850715,16440,0.51116043,1
13746,483.820007,205.8421936,86.1886902,0.908118844,14060,0.7159375,1
12831,455.242004,187.2671204,88.0706177,0.882509768,13084,0.61651933,2
12089,439.492004,183.5766602,84.6946793,0.887213767,12302,0.81451285,1
12244,455.274994,192.5073853,81.4286194,0.906134546,12480,0.57524079,1
12345,440.196014,180.3893738,88.1568604,0.872450113,12591,0.73368597,2
14626,496.585998,204.5341339,92.9748688,0.890711546,15070,0.57021445,1
14753,494.85199,212.1030121,89.3652954,0.906907558,15051,0.81688815,1
14690,506.855011,214.1594849,88.8760071,0.909821808,15064,0.5843975,1
10227,403.998993,164.8086548,80.2197266,0.873544335,10496,0.63059562,2
16412,515.11499,208.6945496,101.9417572,0.87257874,16857,0.77378595,1
11392,424.523987,172.1981659,85.8437195,0.86687988,11707,0.67809522,2
12110,448.839996,191.8042755,80.6545944,0.907290399,12313,0.61785716,2
9768,413.558014,179.79776,69.9279709,0.921269119,9943,0.70253164,2
15311,507.994995,215.141449,91.619751,0.904789925,15690,0.70440745,1
13742,493.854004,212.6080017,84.8868561,0.916835725,14272,0.58322722,1
10550,411.029999,162.7136078,83.6772308,0.857633889,10875,0.61869574,2
14881,495.618012,206.6678314,93.324173,0.892237723,15225,0.58398086,1
13589,479.835998,201.7117767,87.1655121,0.901811779,13908,0.58933991,2
16835,522.534973,216.2716522,100.4325104,0.885635376,17404,0.73521704,1
11470,427.197998,174.039093,85.1054153,0.872282803,11767,0.63978136,2
12899,472.263,205.5205536,80.4333649,0.920235932,13107,0.58591866,1
10974,413.5,170.5678253,83.2448807,0.872818112,11142,0.76409972,2
9359,395.988007,168.2939453,71.1074142,0.90635401,9555,0.57515979,2
10852,412.640015,168.3556976,83.5454941,0.868183136,11028,0.77847922,2
11548,433.513,176.9780884,84.3471069,0.879122257,11821,0.68815923,2
13201,461.519012,192.8850861,87.833313,0.890304327,13408,0.63490766,1
13337,471.846985,199.1446686,86.4656448,0.900823712,13686,0.66445798,1
16283,516.736023,217.7095032,96.0886307,0.897329271,16649,0.7800613,1
11140,429.796997,179.1967468,80.0765686,0.894601941,11346,0.58910632,2
12888,467.197998,199.1564178,83.2889252,0.908351004,13222,0.72583914,1
10326,427.725006,174.4743805,77.7337341,0.895266533,10691,0.60705465,2
14415,490.06601,206.5392456,90.0175324,0.900025427,14671,0.65332669,1
11392,427.571991,173.0794525,85.3546372,0.869942665,11638,0.59847647,2
12685,468.596008,199.6599884,82.1983872,0.91132313,13042,0.69590741,1
12058,433.390015,175.536026,88.4516068,0.863765299,12283,0.68604916,2
11794,430.380005,178.4458466,84.7859421,0.879912674,12056,0.75293666,1
13133,450.131988,179.1512146,94.1133499,0.8508991,13351,0.6353038,2
12715,462.617004,197.4936371,82.3947525,0.908813775,12924,0.6827212,2
14753,489.536011,207.4660034,92.0066299,0.896285236,14984,0.80467981,1
12093,432.828003,176.8203125,88.0972671,0.867044628,12351,0.70513117,2
15636,504.182007,212.1362457,94.4893112,0.89532268,15927,0.74499714,1
8652,374.402008,151.8221436,74.1438522,0.872642279,8866,0.60912418,2
12538,452.660004,188.8052826,86.1097183,0.889940381,12846,0.68416458,2
12416,441.928009,175.2147217,91.5606155,0.852601111,12738,0.62916791,2
12429,469.608002,202.4146729,78.8898697,0.920923293,12714,0.55685484,1
11327,415.815002,171.681015,84.5009003,0.870483756,11497,0.802764,2
10956,422.171997,178.3518677,79.1571426,0.896113157,11131,0.57313246,2
14398,487.723999,210.0916901,87.5971985,0.9089306,14654,0.78531688,1
12181,434.812988,179.2253113,86.985405,0.874324918,12387,0.72800624,2
13567,475.17099,197.2946777,88.912941,0.892695367,13940,0.6376968,1
12763,454.902008,185.2253723,89.6847,0.874961615,13081,0.62270689,2
12626,455.296997,188.6578827,86.6013794,0.888415992,12911,0.73389912,1
13316,445.049988,179.4551239,95.0330658,0.848269641,13517,0.81413549,2
14482,489.317993,205.3863068,90.8004303,0.896967828,14781,0.56890321,1
13173,467.476013,194.6764526,87.3639603,0.893649876,13443,0.57316279,1
15290,501.057007,209.3677521,94.1738968,0.893128633,15582,0.7578311,1
12140,441.498993,182.4339905,85.4981918,0.883382499,12358,0.58960658,2
13777,480.835998,197.0058746,90.1847458,0.889067054,14266,0.63263994,1
11287,421.993012,176.1826019,82.7287369,0.882899284,11469,0.81641954,2
12323,438.653015,174.6047516,91.0072479,0.853423178,12504,0.61565745,2
12091,442.0,181.2117767,86.2992172,0.879318535,12400,0.63503152,2
13932,462.022003,187.7802887,95.7806015,0.860134423,14180,0.70491803,2
14251,492.032013,202.8476105,91.0060501,0.893711329,14658,0.56037909,1
16706,533.625977,228.1561737,94.2075424,0.910772681,17037,0.63624936,1
10387,400.580994,164.7608643,81.0157013,0.870755136,10536,0.80663198,2
11889,439.989014,186.1078491,82.1430435,0.897323549,12096,0.79770529,2
14339,492.308014,205.7731628,90.8565903,0.897242725,14818,0.62747246,1
14405,488.237,204.43013,90.6264572,0.896367073,14742,0.76378578,1
13998,484.881988,198.7212982,90.9234085,0.889187813,14328,0.59951174,1
13344,469.528015,196.6878967,87.3816376,0.895895183,13609,0.5991379,2
12663,441.287994,180.8767395,89.985054,0.867467523,12833,0.71643567,2
13272,474.927002,195.7785492,87.1651535,0.895419657,13597,0.58606374,1
10015,402.455994,159.7266846,81.8776093,0.85862112,10408,0.60696971,2
12921,477.121002,197.7001495,84.8275909,0.903270304,13557,0.72394663,1
12044,449.166992,188.3632507,82.4944534,0.898997366,12342,0.56838131,1
14291,481.23999,196.5010071,93.8712921,0.878515363,14618,0.58919811,1
12120,441.0,180.3765259,86.7160797,0.876857519,12479,0.64225531,2
14994,508.307007,215.569809,89.6198807,0.909485877,15246,0.55076402,1
10121,405.709015,168.8771057,77.0866318,0.889740944,10373,0.7435351,2
11303,422.200012,168.0558929,87.1260834,0.855116963,11569,0.76423258,2
13277,486.955994,201.8391418,85.2598648,0.906402588,13771,0.61105484,1
12711,470.162994,196.3638,83.7809601,0.904411197,13007,0.56044972,1
13226,480.157013,202.7484131,84.3441544,0.909362793,13617,0.70704585,1
17404,521.86499,211.0630188,106.337822,0.863808513,17739,0.68465775,1
10870,409.490997,169.2060699,82.0953217,0.874414563,11030,0.67024296,2
11465,410.515015,160.7063293,92.1443253,0.819295943,11706,0.75756574,2
11089,421.654999,173.6253967,82.3424225,0.880388439,11345,0.66640627,2
9679,390.221985,154.200592,81.9864578,0.846940875,10003,0.62068742,2
11550,420.837006,172.5393677,85.4117889,0.868877113,11734,0.69469506,2
12260,453.572998,193.1613312,81.1755371,0.907409608,12508,0.57415819,2
15545,510.283997,213.4366455,93.5550232,0.898815632,15909,0.56816518,1
12249,456.248993,188.5509186,84.3818512,0.894269824,12578,0.65341938,2
11669,417.841003,170.1277466,87.8072739,0.856512964,11847,0.76977372,2
11933,430.867004,178.9629974,85.4699783,0.878585756,12118,0.79808724,2
10928,408.863007,168.1287231,83.0641785,0.869432867,11113,0.6268571,2
11772,434.085998,183.5883179,82.0857696,0.894474626,11937,0.65099818,2
16199,511.227997,210.0016479,99.4177551,0.880839944,16637,0.7382645,1
11903,433.713013,180.9060364,84.3602524,0.88461566,12104,0.6864475,2
10917,420.911011,176.430954,80.1751251,0.890783548,11128,0.65907991,2
13218,454.997986,182.5783997,93.2371445,0.859777331,13459,0.73331481,2
13263,480.19101,205.5758667,83.1374435,0.914576709,13517,0.68057269,1
11447,447.346008,190.3890533,79.0382233,0.909757257,11753,0.54354227,1
10360,404.32901,165.8590546,81.1980286,0.871969402,10556,0.67615193,2
12823,450.640991,180.697525,91.7814484,0.861399174,13195,0.69785035,2
15456,508.821014,214.3044128,93.4564972,0.899901927,15884,0.78025138,1
10512,418.066986,170.8183594,79.2815399,0.885768235,10776,0.58791947,2
13013,470.955994,197.6946411,84.8059006,0.903316736,13376,0.57564366,1
15556,510.51001,217.1022339,92.7732162,0.904098094,15781,0.60741895,1
11686,441.183991,180.6960907,83.4530411,0.886962235,12023,0.57708645,2
16798,529.077026,222.7966309,97.6834259,0.898759425,17173,0.6381734,1
12495,454.792999,186.7766266,86.4927139,0.886315942,12774,0.75031525,2
11571,432.67099,183.7055969,80.5602036,0.898717105,11741,0.66222173,1
14795,497.515991,213.6031799,89.8461838,0.90723604,15002,0.80307227,1
14500,495.106995,214.2878418,86.6611099,0.914575815,14712,0.58120894,1
10412,408.720001,163.7529144,82.4142914,0.864120841,10735,0.68930817,2
14340,499.096008,207.2510834,89.858963,0.901117325,14863,0.66315204,1
15276,506.684998,212.1356812,93.0637512,0.898633957,15574,0.57922876,1
12388,440.449005,175.2424622,92.2320786,0.850291967,12753,0.61347991,2
12720,461.806,197.9440002,82.8112793,0.908282638,12974,0.75678247,1
11537,428.386993,177.8139648,83.6526642,0.882426381,11733,0.74499548,2
12582,446.290008,180.488266,89.4039841,0.868696272,12801,0.70337659,2
11273,432.654999,185.8927917,77.6103973,0.908676565,11440,0.61973614,2
10539,420.636993,174.819809,77.6350403,0.895984113,10775,0.66270512,2
11506,433.342011,183.4458618,80.3972702,0.898847461,11675,0.61700988,2
15069,505.454987,211.9064941,91.9355392,0.90098536,15431,0.55351895,1
12863,457.19101,195.7003937,84.5007935,0.901975811,13023,0.8085869,1
12692,443.143005,182.9328308,88.9525986,0.873815119,12849,0.63823795,1
14041,481.947998,204.5984802,88.1879044,0.902338028,14284,0.57230782,1
12146,442.247009,176.5061646,89.7515869,0.86106801,12502,0.77540857,2
